WORD,ANNOTATION,A1,A2
believe,-1.0,-1.0,-1.0
benefits,-1.0,-1.0,-1.0
besides,1.0,1.0,1.0
best,-1.0,-1.0,-1.0
better,0.0,0.0,0.0
beware,0.0,0.0,0.0
big,1.0,1.0,1.0
black,1.0,1.0,1.0
blame,1.0,1.0,1.0
block,0.0,0.0,0.0
bloody,0.0,0.0,0.0
bonus,0.0,0.0,0.0
bother,1.0,1.0,1.0
break,1.0,1.0,1.0
breaking,0.0,0.0,0.0
breaks,0.0,0.0,0.0
bright,-1.0,-1.0,-1.0
brightness,1.0,1.0,1.0
broad,0.0,0.0,0.0
broke,0.0,0.0,0.0
broken,1.0,1.0,1.0
bug,1.0,1.0,1.0
bummer,1.0,1.0,1.0
bumping,0.0,0.0,0.0
burn,0.0,0.0,0.0
burned,-1.0,-1.0,-1.0
burning,0.0,0.0,0.0
cancel,1.0,1.0,1.0
capable,-1.0,-1.0,-1.0
care,0.0,0.0,0.0
cared,-1.0,-1.0,-1.0
careful,0.0,0.0,0.0
casual,1.0,1.0,1.0
certain,1.0,1.0,1.0
certainly,1.0,1.0,1.0
challenge,1.0,1.0,1.0
champion,-1.0,-1.0,-1.0
chance,0.0,0.0,0.0
charged,-1.0,-1.0,-1.0
charges,-1.0,-1.0,-1.0
charm,1.0,1.0,1.0
cheap,1.0,1.0,1.0
cheaper,-1.0,-1.0,-1.0
cheapest,0.0,0.0,0.0
cheaply,-1.0,-1.0,-1.0
claim,-1.0,-1.0,-1.0
clarity,1.0,1.0,1.0
clean,-1.0,-1.0,-1.0
clear,-1.0,-1.0,-1.0
close,-1.0,-1.0,-1.0
cloud,-1.0,-1.0,-1.0
clunky,1.0,1.0,1.0
comfortable,0.0,0.0,0.0
comment,-1.0,-1.0,-1.0
compact,0.0,0.0,0.0
compatible,0.0,0.0,0.0
complain,0.0,0.0,0.0
complaining,0.0,0.0,0.0
complains,1.0,1.0,1.0
complaint,-1.0,-1.0,-1.0
complaints,1.0,1.0,1.0
complete,-1.0,-1.0,-1.0
completely,1.0,1.0,1.0
complicated,1.0,1.0,1.0
compliments,0.0,0.0,0.0
concern,0.0,0.0,0.0
concerned,0.0,0.0,0.0
confident,-1.0,-1.0,-1.0
cons,-1.0,-1.0,-1.0
consider,1.0,1.0,1.0
continuous,-1.0,-1.0,-1.0
convenient,0.0,0.0,0.0
cool,-1.0,-1.0,-1.0
correct,0.0,0.0,0.0
correctly,0.0,0.0,0.0
cost-effective,-1.0,-1.0,-1.0
could,1.0,1.0,1.0
crack,0.0,0.0,0.0
crap,1.0,1.0,1.0
crash,1.0,1.0,1.0
crashed,0.0,0.0,0.0
crashes,0.0,0.0,0.0
crashing,1.0,1.0,1.0
crazy,1.0,1.0,1.0
create,1.0,1.0,1.0
created,1.0,1.0,1.0
creativity,1.0,1.0,1.0
credit,-1.0,-1.0,-1.0
crisp,-1.0,-1.0,-1.0
critical,0.0,0.0,0.0
cut,-1.0,-1.0,-1.0
cutting,-1.0,-1.0,-1.0
damaged,0.0,0.0,0.0
damn,1.0,1.0,1.0
dangerous,0.0,0.0,0.0
dark,1.0,1.0,1.0
darker,0.0,0.0,0.0
dead,1.0,1.0,1.0
deal,0.0,0.0,0.0
death,-1.0,-1.0,-1.0
decent,-1.0,-1.0,-1.0
decrease,1.0,1.0,1.0
dedicated,0.0,0.0,0.0
defeats,1.0,1.0,1.0
defect,-1.0,-1.0,-1.0
defective,1.0,1.0,1.0
definitely,1.0,1.0,1.0
delay,1.0,1.0,1.0
denied,1.0,1.0,1.0
desired,0.0,0.0,0.0
despite,-1.0,-1.0,-1.0
die,1.0,1.0,1.0
died,0.0,0.0,0.0
dies,1.0,1.0,1.0
difference,1.0,1.0,1.0
difficult,0.0,0.0,0.0
difficulties,0.0,0.0,0.0
difficulty,1.0,1.0,1.0
diminish,1.0,1.0,1.0
dirty,1.0,1.0,1.0
disappoint,0.0,0.0,0.0
disappointed,1.0,1.0,1.0
disappointing,1.0,1.0,1.0
disappointment,1.0,1.0,1.0
disappointments,0.0,0.0,0.0
discontinued,1.0,1.0,1.0
dislike,0.0,0.0,0.0
dissappointed,-1.0,-1.0,-1.0
dissatisfied,0.0,0.0,0.0
doa,-1.0,-1.0,-1.0
doubt,0.0,0.0,0.0
down,0.0,0.0,0.0
downfall,0.0,0.0,0.0
downside,1.0,1.0,1.0
drawback,1.0,1.0,1.0
drive,1.0,1.0,1.0
drop,0.0,0.0,0.0
drown,1.0,1.0,1.0
dud,1.0,1.0,1.0
dump,-1.0,-1.0,-1.0
durability,1.0,1.0,1.0
durable,0.0,0.0,0.0
dust,0.0,0.0,0.0
duty,0.0,0.0,0.0
ease,-1.0,-1.0,-1.0
easier,-1.0,-1.0,-1.0
easiest,0.0,0.0,0.0
easily,0.0,0.0,0.0
easy,-1.0,-1.0,-1.0
edgy,0.0,0.0,0.0
effective,-1.0,-1.0,-1.0
efficient,0.0,0.0,0.0
effin,-1.0,-1.0,-1.0
elegant,-1.0,-1.0,-1.0
else,-1.0,-1.0,-1.0
enable,-1.0,-1.0,-1.0
encourage,-1.0,-1.0,-1.0
enemies,0.0,0.0,0.0
energy,-1.0,-1.0,-1.0
enjoy,-1.0,-1.0,-1.0
enjoyable,-1.0,-1.0,-1.0
enjoyed,0.0,0.0,0.0
enjoying,-1.0,-1.0,-1.0
enough,-1.0,-1.0,-1.0
enraged,1.0,1.0,1.0
entertained,-1.0,-1.0,-1.0
entire,-1.0,-1.0,-1.0
envy,0.0,0.0,0.0
error,0.0,0.0,0.0
errors,0.0,0.0,0.0
especially,1.0,1.0,1.0
essential,-1.0,-1.0,-1.0
even,-1.0,-1.0,-1.0
exact,-1.0,-1.0,-1.0
exactly,-1.0,-1.0,-1.0
exaggeration,1.0,1.0,1.0
exceeded,0.0,0.0,0.0
excel,1.0,1.0,1.0
excelent,0.0,0.0,0.0
excellent,1.0,1.0,1.0
exceptional,-1.0,-1.0,-1.0
excited,1.0,1.0,1.0
excuses,1.0,1.0,1.0
exhaust,0.0,0.0,0.0
expectation,1.0,1.0,1.0
expensive,1.0,1.0,1.0
expired,1.0,1.0,1.0
exposed,0.0,0.0,0.0
extend,1.0,1.0,1.0
extremely,-1.0,-1.0,-1.0
fabulous,1.0,1.0,1.0
fact,-1.0,-1.0,-1.0
fail,1.0,1.0,1.0
failed,0.0,0.0,0.0
failing,1.0,1.0,1.0
fails,1.0,1.0,1.0
fairly,-1.0,-1.0,-1.0
fall,0.0,0.0,0.0
falling,0.0,0.0,0.0
fallout,1.0,1.0,1.0
familiar,1.0,1.0,1.0
fan,1.0,1.0,1.0
fancy,-1.0,-1.0,-1.0
fantastic,0.0,0.0,0.0
fast,0.0,0.0,0.0
faster,0.0,0.0,0.0
fault,1.0,1.0,1.0
faulty,0.0,0.0,0.0
favor,1.0,1.0,1.0
favorite,0.0,0.0,0.0
feel,-1.0,-1.0,-1.0
feeling,0.0,0.0,0.0
feels,1.0,1.0,1.0
fell,1.0,1.0,1.0
felt,0.0,0.0,0.0
fighting,1.0,1.0,1.0
finally,-1.0,-1.0,-1.0
fine,-1.0,-1.0,-1.0
fire,0.0,0.0,0.0
fired,-1.0,-1.0,-1.0
firmly,-1.0,-1.0,-1.0
fit,-1.0,-1.0,-1.0
flash,1.0,1.0,1.0
flawlessly,-1.0,-1.0,-1.0
flaws,1.0,1.0,1.0
focused,1.0,1.0,1.0
fool,0.0,0.0,0.0
force,0.0,0.0,0.0
forced,1.0,1.0,1.0
forget,1.0,1.0,1.0
forgivable,0.0,0.0,0.0
fortunately,0.0,0.0,0.0
fragile,0.0,0.0,0.0
freaking,1.0,1.0,1.0
free,0.0,0.0,0.0
freeze,0.0,0.0,0.0
freezes,0.0,0.0,0.0
freezing,0.0,0.0,0.0
fresh,-1.0,-1.0,-1.0
friction,1.0,1.0,1.0
friend,0.0,0.0,0.0
friendly,0.0,0.0,0.0
friends,-1.0,-1.0,-1.0
froze,0.0,0.0,0.0
frustrated,0.0,0.0,0.0
frustrating,0.0,0.0,0.0
full,0.0,0.0,0.0
fully,1.0,1.0,1.0
fun,-1.0,-1.0,-1.0
functional,0.0,0.0,0.0
funny,-1.0,-1.0,-1.0
fuss,-1.0,-1.0,-1.0
game,-1.0,-1.0,-1.0
geek,0.0,0.0,0.0
generous,0.0,0.0,0.0
genius,-1.0,-1.0,-1.0
gestures,-1.0,-1.0,-1.0
giant,1.0,1.0,1.0
giddy,-1.0,-1.0,-1.0
gift,1.0,1.0,1.0
giving,1.0,1.0,1.0
glad,0.0,0.0,0.0
gladly,0.0,0.0,0.0
glare,1.0,1.0,1.0
glossy,0.0,0.0,0.0
good,0.0,0.0,0.0
gorgeous,0.0,0.0,0.0
granted,-1.0,-1.0,-1.0
great,1.0,1.0,1.0
greatest,-1.0,-1.0,-1.0
guarantee,0.0,0.0,0.0
hack,0.0,0.0,0.0
hacked,1.0,1.0,1.0
hand,-1.0,-1.0,-1.0
handy,-1.0,-1.0,-1.0
hangs,1.0,1.0,1.0
happier,0.0,0.0,0.0
happy,1.0,1.0,1.0
hard,0.0,0.0,0.0
hardly,0.0,0.0,0.0
hassle,1.0,1.0,1.0
hate,-1.0,-1.0,-1.0
hated,0.0,0.0,0.0
hateful,-1.0,-1.0,-1.0
headache,1.0,1.0,1.0
headaches,0.0,0.0,0.0
heartily,0.0,0.0,0.0
heck,1.0,1.0,1.0
help,0.0,0.0,0.0
helped,0.0,0.0,0.0
helpful,0.0,0.0,0.0
helping,-1.0,-1.0,-1.0
helps,-1.0,-1.0,-1.0
hesitate,0.0,0.0,0.0
hide,0.0,0.0,0.0
high,-1.0,-1.0,-1.0
hollow,0.0,0.0,0.0
honest,-1.0,-1.0,-1.0
honestly,-1.0,-1.0,-1.0
hope,0.0,0.0,0.0
hoped,1.0,1.0,1.0
hoping,-1.0,-1.0,-1.0
horrible,1.0,1.0,1.0
hot,1.0,1.0,1.0
however,0.0,0.0,0.0
huge,-1.0,-1.0,-1.0
hung,1.0,1.0,1.0
hurt,0.0,0.0,0.0
idea,1.0,1.0,1.0
ideal,-1.0,-1.0,-1.0
idiots,-1.0,-1.0,-1.0
idk,1.0,1.0,1.0
ignorant,1.0,1.0,1.0
imagine,-1.0,-1.0,-1.0
immediate,-1.0,-1.0,-1.0
immediately,-1.0,-1.0,-1.0
implore,-1.0,-1.0,-1.0
important,-1.0,-1.0,-1.0
impossible,0.0,0.0,0.0
impressed,-1.0,-1.0,-1.0
impressions,-1.0,-1.0,-1.0
impressive,-1.0,-1.0,-1.0
impressively,0.0,0.0,0.0
improvement,1.0,1.0,1.0
improvements,0.0,0.0,0.0
improving,1.0,1.0,1.0
incompatible,1.0,1.0,1.0
inconvenience,-1.0,-1.0,-1.0
incorrect,0.0,0.0,0.0
increase,-1.0,-1.0,-1.0
incredible,0.0,0.0,0.0
incredibly,-1.0,-1.0,-1.0
indeed,1.0,1.0,1.0
indication,1.0,1.0,1.0
inept,1.0,1.0,1.0
inevitably,0.0,0.0,0.0
inexpensive,0.0,0.0,0.0
influence,1.0,1.0,1.0
inherent,1.0,1.0,1.0
innovation,1.0,1.0,1.0
insane,0.0,0.0,0.0
insanity,0.0,0.0,0.0
instantly,-1.0,-1.0,-1.0
integral,0.0,0.0,0.0
interest,0.0,0.0,0.0
interested,-1.0,-1.0,-1.0
interesting,0.0,0.0,0.0
intuitive,-1.0,-1.0,-1.0
invalidate,1.0,1.0,1.0
isolation,-1.0,-1.0,-1.0
isolator,1.0,1.0,1.0
issue,-1.0,-1.0,-1.0
issues,0.0,0.0,0.0
joke,0.0,0.0,0.0
joy,0.0,0.0,0.0
joystick,-1.0,-1.0,-1.0
junk,0.0,0.0,0.0
just,1.0,1.0,1.0
key,1.0,1.0,1.0
kidding,-1.0,-1.0,-1.0
killer,0.0,0.0,0.0
kind,-1.0,-1.0,-1.0
knew,-1.0,-1.0,-1.0
know,-1.0,-1.0,-1.0
lack,1.0,1.0,1.0
lacking,-1.0,-1.0,-1.0
lag,1.0,1.0,1.0
lags,1.0,1.0,1.0
lame,1.0,1.0,1.0
large,-1.0,-1.0,-1.0
leading,-1.0,-1.0,-1.0
learn,1.0,1.0,1.0
learned,1.0,1.0,1.0
learning,0.0,0.0,0.0
least,1.0,1.0,1.0
led,1.0,1.0,1.0
lemon,1.0,1.0,1.0
less,1.0,1.0,1.0
lie,1.0,1.0,1.0
light,-1.0,-1.0,-1.0
lighter,-1.0,-1.0,-1.0
like,-1.0,-1.0,-1.0
liked,-1.0,-1.0,-1.0
likely,-1.0,-1.0,-1.0
likes,0.0,0.0,0.0
liking,-1.0,-1.0,-1.0
limited,0.0,0.0,0.0
little,1.0,1.0,1.0
live,1.0,1.0,1.0
lol,0.0,0.0,0.0
long,1.0,1.0,1.0
look,-1.0,-1.0,-1.0
looking,0.0,0.0,0.0
loose,0.0,0.0,0.0
lose,0.0,0.0,0.0
loss,0.0,0.0,0.0
losses,-1.0,-1.0,-1.0
lost,-1.0,-1.0,-1.0
loud,1.0,1.0,1.0
louder,-1.0,-1.0,-1.0
love,-1.0,-1.0,-1.0
loved,0.0,0.0,0.0
loves,-1.0,-1.0,-1.0
loving,0.0,0.0,0.0
low,0.0,0.0,0.0
lower,-1.0,-1.0,-1.0
loyal,0.0,0.0,0.0
luck,0.0,0.0,0.0
luxury,-1.0,-1.0,-1.0
magnetic,1.0,1.0,1.0
major,1.0,1.0,1.0
massive,-1.0,-1.0,-1.0
masterpiece,1.0,1.0,1.0
matte,0.0,0.0,0.0
matter,0.0,0.0,0.0
matters,1.0,1.0,1.0
maybe,1.0,1.0,1.0
mean,1.0,1.0,1.0
meh,-1.0,-1.0,-1.0
mere,0.0,0.0,0.0
messy,1.0,1.0,1.0
might,-1.0,-1.0,-1.0
mild,1.0,1.0,1.0
mind,-1.0,-1.0,-1.0
minor,1.0,1.0,1.0
miscellaneous,-1.0,-1.0,-1.0
mistake,1.0,1.0,1.0
modern,-1.0,-1.0,-1.0
moon,1.0,1.0,1.0
most,0.0,0.0,0.0
mostly,-1.0,-1.0,-1.0
move,-1.0,-1.0,-1.0
moving,-1.0,-1.0,-1.0
much,1.0,1.0,1.0
must,1.0,1.0,1.0
nasty,0.0,0.0,0.0
nature,-1.0,-1.0,-1.0
necessary,0.0,0.0,0.0
need,1.0,1.0,1.0
needless,0.0,0.0,0.0
needs,1.0,1.0,1.0
negative,1.0,1.0,1.0
negligible,0.0,0.0,0.0
nervous,0.0,0.0,0.0
nice,0.0,0.0,0.0
nicely,-1.0,-1.0,-1.0
nicest,1.0,1.0,1.0
nightmare,0.0,0.0,0.0
no,-1.0,-1.0,-1.0
noise,1.0,1.0,1.0
noises,1.0,1.0,1.0
noisy,0.0,0.0,0.0
normal,1.0,1.0,1.0
nuisance,1.0,1.0,1.0
number,-1.0,-1.0,-1.0
objection,1.0,1.0,1.0
obsessed,0.0,0.0,0.0
obtrusive,0.0,0.0,0.0
obviously,1.0,1.0,1.0
odd,1.0,1.0,1.0
oddities,1.0,1.0,1.0
offline,-1.0,-1.0,-1.0
oh,1.0,1.0,1.0
ok,-1.0,-1.0,-1.0
open,1.0,1.0,1.0
opinion,1.0,1.0,1.0
opportunity,-1.0,-1.0,-1.0
outstanding,0.0,0.0,0.0
overcome,0.0,0.0,0.0
pain,0.0,0.0,0.0
painful,0.0,0.0,0.0
painless,0.0,0.0,0.0
particular,1.0,1.0,1.0
particularly,1.0,1.0,1.0
party,-1.0,-1.0,-1.0
pay,1.0,1.0,1.0
perfect,-1.0,-1.0,-1.0
perfectly,0.0,0.0,0.0
perhaps,-1.0,-1.0,-1.0
plain,0.0,0.0,0.0
play,-1.0,-1.0,-1.0
played,-1.0,-1.0,-1.0
player,-1.0,-1.0,-1.0
playing,-1.0,-1.0,-1.0
plays,1.0,1.0,1.0
pleasant,0.0,0.0,0.0
pleasantly,0.0,0.0,0.0
please,1.0,1.0,1.0
pleased,-1.0,-1.0,-1.0
pleasing,-1.0,-1.0,-1.0
pleasure,-1.0,-1.0,-1.0
plenty,-1.0,-1.0,-1.0
pluses,0.0,0.0,0.0
point,0.0,0.0,0.0
poor,0.0,0.0,0.0
poorly,0.0,0.0,0.0
portable,0.0,0.0,0.0
positive,-1.0,-1.0,-1.0
possible,0.0,0.0,0.0
power,0.0,0.0,0.0
powerful,1.0,1.0,1.0
powerless,1.0,1.0,1.0
practically,0.0,0.0,0.0
pray,0.0,0.0,0.0
prefer,1.0,1.0,1.0
premium,-1.0,-1.0,-1.0
press,-1.0,-1.0,-1.0
pressured,0.0,0.0,0.0
pretty,0.0,0.0,0.0
pricey,0.0,0.0,0.0
primary,-1.0,-1.0,-1.0
prime,1.0,1.0,1.0
pro,-1.0,-1.0,-1.0
problem,0.0,0.0,0.0
problematic,1.0,1.0,1.0
problems,1.0,1.0,1.0
promise,-1.0,-1.0,-1.0
proper,0.0,0.0,0.0
properly,-1.0,-1.0,-1.0
proprietary,1.0,1.0,1.0
pros,0.0,0.0,0.0
protector,1.0,1.0,1.0
proving,-1.0,-1.0,-1.0
pure,-1.0,-1.0,-1.0
qualify,-1.0,-1.0,-1.0
qualms,1.0,1.0,1.0
quick,-1.0,-1.0,-1.0
quicker,-1.0,-1.0,-1.0
quiet,-1.0,-1.0,-1.0
quit,1.0,1.0,1.0
quite,1.0,1.0,1.0
rare,1.0,1.0,1.0
rarely,1.0,1.0,1.0
rather,1.0,1.0,1.0
reach,-1.0,-1.0,-1.0
reaches,-1.0,-1.0,-1.0
reaction,-1.0,-1.0,-1.0
ready,0.0,0.0,0.0
real,1.0,1.0,1.0
realistic,-1.0,-1.0,-1.0
really,-1.0,-1.0,-1.0
reason,1.0,1.0,1.0
reasonable,0.0,0.0,0.0
reasonably,-1.0,-1.0,-1.0
recognition,-1.0,-1.0,-1.0
recomend,0.0,0.0,0.0
recommend,-1.0,-1.0,-1.0
recommended,0.0,0.0,0.0
recovery,1.0,1.0,1.0
refund,1.0,1.0,1.0
refused,0.0,0.0,0.0
regardless,1.0,1.0,1.0
regret,-1.0,-1.0,-1.0
regrets,0.0,0.0,0.0
regretted,0.0,0.0,0.0
relax,-1.0,-1.0,-1.0
reliability,-1.0,-1.0,-1.0
reliable,0.0,0.0,0.0
repair,1.0,1.0,1.0
reputation,1.0,1.0,1.0
resolve,1.0,1.0,1.0
resolved,0.0,0.0,0.0
responsive,0.0,0.0,0.0
restricted,0.0,0.0,0.0
rich,-1.0,-1.0,-1.0
ridiculous,1.0,1.0,1.0
ridiculously,1.0,1.0,1.0
right,-1.0,-1.0,-1.0
robust,-1.0,-1.0,-1.0
rough,1.0,1.0,1.0
safety,1.0,1.0,1.0
sarcasm,0.0,0.0,0.0
satisfactory,-1.0,-1.0,-1.0
satisfied,0.0,0.0,0.0
satisfy,0.0,0.0,0.0
save,-1.0,-1.0,-1.0
saved,-1.0,-1.0,-1.0
savvy,-1.0,-1.0,-1.0
scary,1.0,1.0,1.0
scratches,1.0,1.0,1.0
screams,1.0,1.0,1.0
screw,0.0,0.0,0.0
screwed,0.0,0.0,0.0
screws,-1.0,-1.0,-1.0
seamless,1.0,1.0,1.0
secure,-1.0,-1.0,-1.0
securely,-1.0,-1.0,-1.0
security,1.0,1.0,1.0
seem,-1.0,-1.0,-1.0
sensational,-1.0,-1.0,-1.0
sense,-1.0,-1.0,-1.0
sensitive,-1.0,-1.0,-1.0
sensitivity,1.0,1.0,1.0
serious,-1.0,-1.0,-1.0
seriously,1.0,1.0,1.0
set-up,1.0,1.0,1.0
shame,0.0,0.0,0.0
share,-1.0,-1.0,-1.0
sharp,-1.0,-1.0,-1.0
shattered,-1.0,-1.0,-1.0
sheer,0.0,0.0,0.0
shine,1.0,1.0,1.0
shiny,-1.0,-1.0,-1.0
shit,0.0,0.0,0.0
shocked,1.0,1.0,1.0
shockingly,-1.0,-1.0,-1.0
should,-1.0,-1.0,-1.0
show,1.0,1.0,1.0
signals,1.0,1.0,1.0
simple,0.0,0.0,0.0
simply,-1.0,-1.0,-1.0
sleek,0.0,0.0,0.0
slick,-1.0,-1.0,-1.0
slim,-1.0,-1.0,-1.0
slow,1.0,1.0,1.0
slower,1.0,1.0,1.0
slowly,1.0,1.0,1.0
smooth,0.0,0.0,0.0
smoother,-1.0,-1.0,-1.0
smoothly,1.0,1.0,1.0
so,1.0,1.0,1.0
soft,0.0,0.0,0.0
solid,-1.0,-1.0,-1.0
solve,1.0,1.0,1.0
solved,0.0,0.0,0.0
sophisticated,0.0,0.0,0.0
sorry,1.0,1.0,1.0
sound,-1.0,-1.0,-1.0
special,-1.0,-1.0,-1.0
specific,1.0,1.0,1.0
spectacular,0.0,0.0,0.0
speedy,0.0,0.0,0.0
split,0.0,0.0,0.0
stability,-1.0,-1.0,-1.0
stand,-1.0,-1.0,-1.0
stands,-1.0,-1.0,-1.0
star,-1.0,-1.0,-1.0
stars,0.0,0.0,0.0
steady,1.0,1.0,1.0
stellar,0.0,0.0,0.0
still,0.0,0.0,0.0
stinks,0.0,0.0,0.0
stopped,1.0,1.0,1.0
stops,1.0,1.0,1.0
strength,-1.0,-1.0,-1.0
strengths,0.0,0.0,0.0
strong,-1.0,-1.0,-1.0
stuck,0.0,0.0,0.0
stunning,0.0,0.0,0.0
sturdy,0.0,0.0,0.0
stylish,-1.0,-1.0,-1.0
sub-par,0.0,0.0,0.0
substantial,0.0,0.0,0.0
substantive,0.0,0.0,0.0
successfully,-1.0,-1.0,-1.0
such,-1.0,-1.0,-1.0
sucks,0.0,0.0,0.0
suffer,0.0,0.0,0.0
suffice,-1.0,-1.0,-1.0
suggest,-1.0,-1.0,-1.0
suggestions,0.0,0.0,0.0
super,-1.0,-1.0,-1.0
superior,-1.0,-1.0,-1.0
support,1.0,1.0,1.0
supported,-1.0,-1.0,-1.0
suppose,1.0,1.0,1.0
supposed,-1.0,-1.0,-1.0
sure,1.0,1.0,1.0
surprise,-1.0,-1.0,-1.0
surprised,-1.0,-1.0,-1.0
swear,1.0,1.0,1.0
swore,1.0,1.0,1.0
sworn,-1.0,-1.0,-1.0
terrible,1.0,1.0,1.0
terribly,0.0,0.0,0.0
terrific,-1.0,-1.0,-1.0
thank,-1.0,-1.0,-1.0
thanks,-1.0,-1.0,-1.0
thicker,0.0,0.0,0.0
think,-1.0,-1.0,-1.0
thinking,-1.0,-1.0,-1.0
though,-1.0,-1.0,-1.0
thought,-1.0,-1.0,-1.0
thrilled,-1.0,-1.0,-1.0
throw,1.0,1.0,1.0
thus,0.0,0.0,0.0
tiny,0.0,0.0,0.0
tired,1.0,1.0,1.0
top,0.0,0.0,0.0
tops,-1.0,-1.0,-1.0
torture,0.0,0.0,0.0
touch,-1.0,-1.0,-1.0
touches,1.0,1.0,1.0
tough,-1.0,-1.0,-1.0
transport,1.0,1.0,1.0
trash,1.0,1.0,1.0
trendy,0.0,0.0,0.0
trial,1.0,1.0,1.0
trouble,0.0,0.0,0.0
true,0.0,0.0,0.0
truly,1.0,1.0,1.0
trusted,0.0,0.0,0.0
trying,1.0,1.0,1.0
ugly,0.0,0.0,0.0
ultra,-1.0,-1.0,-1.0
unable,0.0,0.0,0.0
unbearable,0.0,0.0,0.0
unconcerned,1.0,1.0,1.0
understand,-1.0,-1.0,-1.0
understanding,1.0,1.0,1.0
understood,1.0,1.0,1.0
unexpected,1.0,1.0,1.0
unexpectedly,1.0,1.0,1.0
unhappy,0.0,0.0,0.0
unimpressed,-1.0,-1.0,-1.0
unique,0.0,0.0,0.0
universal,0.0,0.0,0.0
unnecessary,1.0,1.0,1.0
unparalleled,-1.0,-1.0,-1.0
unprecedented,0.0,0.0,0.0
unresponsive,-1.0,-1.0,-1.0
unrivaled,0.0,0.0,0.0
unusable,-1.0,-1.0,-1.0
unusual,0.0,0.0,0.0
upgradable,-1.0,-1.0,-1.0
upgrade,1.0,1.0,1.0
upgraded,-1.0,-1.0,-1.0
upset,1.0,1.0,1.0
useful,0.0,0.0,0.0
useless,1.0,1.0,1.0
value,-1.0,-1.0,-1.0
versatile,0.0,0.0,0.0
very,-1.0,-1.0,-1.0
vibrant,0.0,0.0,0.0
vibration,0.0,0.0,0.0
virus,1.0,1.0,1.0
vivid,0.0,0.0,0.0
want,1.0,1.0,1.0
warm,1.0,1.0,1.0
warning,1.0,1.0,1.0
waste,0.0,0.0,0.0
wasting,0.0,0.0,0.0
wd,-1.0,-1.0,-1.0
weak,-1.0,-1.0,-1.0
weaknesses,1.0,1.0,1.0
weird,1.0,1.0,1.0
well,-1.0,-1.0,-1.0
whatever,-1.0,-1.0,-1.0
white,1.0,1.0,1.0
wide,-1.0,-1.0,-1.0
will,-1.0,-1.0,-1.0
willing,1.0,1.0,1.0
win,1.0,1.0,1.0
winner,-1.0,-1.0,-1.0
winning,-1.0,-1.0,-1.0
wise,0.0,0.0,0.0
wish,1.0,1.0,1.0
wonder,-1.0,-1.0,-1.0
wonderful,-1.0,-1.0,-1.0
wonderfully,1.0,1.0,1.0
work,-1.0,-1.0,-1.0
worked,-1.0,-1.0,-1.0
works,-1.0,-1.0,-1.0
worried,0.0,0.0,0.0
worry,0.0,0.0,0.0
worse,1.0,1.0,1.0
worst,0.0,0.0,0.0
worth,-1.0,-1.0,-1.0
worthless,1.0,1.0,1.0
would,1.0,1.0,1.0
wow,1.0,1.0,1.0
wrong,1.0,1.0,1.0
xp,1.0,1.0,1.0
yeah,1.0,1.0,1.0
yes,1.0,1.0,1.0
not,1.0,1.0,1.0
n't,1.0,1.0,1.0
