WORD,ANNOTATION,A1,A2
cheaper,0.0,0.0,0.0
cheapest,0.0,0.0,0.0
cheaply,-1.0,-1.0,-1.0
claim,0.0,0.0,0.0
clarity,0.0,0.0,0.0
clean,1.0,1.0,1.0
clear,1.0,1.0,1.0
close,0.0,0.0,0.0
cloud,0.0,0.0,0.0
clunky,-1.0,-1.0,-1.0
comfortable,1.0,1.0,1.0
comment,0.0,0.0,0.0
compact,1.0,1.0,1.0
compatible,1.0,1.0,1.0
complain,-1.0,-1.0,-1.0
complaining,-1.0,-1.0,-1.0
complains,-1.0,-1.0,-1.0
complaint,-1.0,-1.0,-1.0
complaints,-1.0,-1.0,-1.0
complete,0.0,0.0,0.0
completely,0.0,0.0,0.0
complicated,-1.0,-1.0,-1.0
compliments,1.0,1.0,1.0
concern,-1.0,-1.0,-1.0
concerned,-1.0,-1.0,-1.0
confident,1.0,1.0,1.0
cons,-1.0,-1.0,-1.0
consider,0.0,0.0,0.0
continuous,0.0,0.0,0.0
convenient,1.0,1.0,1.0
cool,1.0,1.0,1.0
correct,1.0,1.0,1.0
correctly,1.0,1.0,1.0
cost-effective,1.0,1.0,1.0
could,0.0,0.0,0.0
crack,-1.0,-1.0,-1.0
crap,-1.0,-1.0,-1.0
crash,-1.0,-1.0,-1.0
crashed,-1.0,-1.0,-1.0
crashes,-1.0,-1.0,-1.0
crashing,-1.0,-1.0,-1.0
crazy,-1.0,-1.0,-1.0
create,0.0,0.0,0.0
created,0.0,0.0,0.0
creativity,0.0,0.0,0.0
credit,1.0,1.0,1.0
crisp,1.0,1.0,1.0
critical,-1.0,-1.0,-1.0
cut,0.0,0.0,0.0
cutting,0.0,0.0,0.0
damaged,-1.0,-1.0,-1.0
damn,0.0,0.0,0.0
dangerous,-1.0,-1.0,-1.0
dark,-1.0,-1.0,-1.0
darker,-1.0,-1.0,-1.0
dead,-1.0,-1.0,-1.0
deal,0.0,0.0,0.0
death,-1.0,-1.0,-1.0
decent,1.0,1.0,1.0
decrease,-1.0,-1.0,-1.0
dedicated,1.0,1.0,1.0
defeats,-1.0,-1.0,-1.0
defect,-1.0,-1.0,-1.0
defective,-1.0,-1.0,-1.0
definitely,0.0,0.0,0.0
delay,-1.0,-1.0,-1.0
denied,-1.0,-1.0,-1.0
desired,1.0,1.0,1.0
despite,0.0,0.0,0.0
die,-1.0,-1.0,-1.0
died,-1.0,-1.0,-1.0
dies,-1.0,-1.0,-1.0
difference,0.0,0.0,0.0
difficult,-1.0,-1.0,-1.0
difficulties,-1.0,-1.0,-1.0
difficulty,-1.0,-1.0,-1.0
diminish,-1.0,-1.0,-1.0
dirty,-1.0,-1.0,-1.0
disappoint,-1.0,-1.0,-1.0
disappointed,-1.0,-1.0,-1.0
disappointing,-1.0,-1.0,-1.0
disappointment,-1.0,-1.0,-1.0
disappointments,-1.0,-1.0,-1.0
discontinued,-1.0,-1.0,-1.0
dislike,-1.0,-1.0,-1.0
dissappointed,-1.0,-1.0,-1.0
dissatisfied,-1.0,-1.0,-1.0
doa,-1.0,-1.0,-1.0
doubt,-1.0,-1.0,-1.0
down,-1.0,-1.0,-1.0
downfall,-1.0,-1.0,-1.0
downside,-1.0,-1.0,-1.0
drawback,-1.0,-1.0,-1.0
drive,0.0,0.0,0.0
drop,-1.0,-1.0,-1.0
drown,-1.0,-1.0,-1.0
dud,-1.0,-1.0,-1.0
dump,-1.0,-1.0,-1.0
durability,0.0,0.0,0.0
durable,1.0,1.0,1.0
dust,-1.0,-1.0,-1.0
duty,0.0,0.0,0.0
ease,1.0,1.0,1.0
easier,1.0,1.0,1.0
easiest,1.0,1.0,1.0
easily,1.0,1.0,1.0
easy,1.0,1.0,1.0
edgy,1.0,1.0,1.0
effective,1.0,1.0,1.0
efficient,1.0,1.0,1.0
effin,-1.0,-1.0,-1.0
elegant,1.0,1.0,1.0
else,0.0,0.0,0.0
enable,0.0,0.0,0.0
encourage,1.0,1.0,1.0
enemies,-1.0,-1.0,-1.0
energy,0.0,0.0,0.0
enjoy,1.0,1.0,1.0
enjoyable,1.0,1.0,1.0
enjoyed,1.0,1.0,1.0
enjoying,1.0,1.0,1.0
enough,0.0,0.0,0.0
enraged,-1.0,-1.0,-1.0
entertained,1.0,1.0,1.0
entire,0.0,0.0,0.0
envy,-1.0,-1.0,-1.0
error,-1.0,-1.0,-1.0
errors,-1.0,-1.0,-1.0
especially,0.0,0.0,0.0
essential,1.0,1.0,1.0
even,0.0,0.0,0.0
exact,0.0,0.0,0.0
exactly,0.0,0.0,0.0
exaggeration,-1.0,-1.0,-1.0
exceeded,1.0,1.0,1.0
excel,0.0,0.0,0.0
excelent,1.0,1.0,1.0
excellent,1.0,1.0,1.0
exceptional,1.0,1.0,1.0
excited,1.0,1.0,1.0
excuses,-1.0,-1.0,-1.0
exhaust,-1.0,-1.0,-1.0
expectation,0.0,0.0,0.0
expensive,-1.0,-1.0,-1.0
expired,-1.0,-1.0,-1.0
exposed,-1.0,-1.0,-1.0
extend,0.0,0.0,0.0
extremely,0.0,0.0,0.0
fabulous,1.0,1.0,1.0
fact,0.0,0.0,0.0
fail,-1.0,-1.0,-1.0
failed,-1.0,-1.0,-1.0
failing,-1.0,-1.0,-1.0
fails,-1.0,-1.0,-1.0
fairly,0.0,0.0,0.0
fall,-1.0,-1.0,-1.0
falling,-1.0,-1.0,-1.0
fallout,0.0,0.0,0.0
familiar,0.0,0.0,0.0
fan,0.0,0.0,0.0
fancy,1.0,1.0,1.0
fantastic,1.0,1.0,1.0
fast,1.0,1.0,1.0
faster,1.0,1.0,1.0
fault,-1.0,-1.0,-1.0
faulty,-1.0,-1.0,-1.0
favor,1.0,1.0,1.0
favorite,1.0,1.0,1.0
feel,0.0,0.0,0.0
feeling,0.0,0.0,0.0
feels,0.0,0.0,0.0
fell,-1.0,-1.0,-1.0
felt,0.0,0.0,0.0
fighting,-1.0,-1.0,-1.0
finally,0.0,0.0,0.0
fine,1.0,1.0,1.0
fire,-1.0,-1.0,-1.0
fired,0.0,0.0,0.0
firmly,0.0,0.0,0.0
fit,1.0,1.0,1.0
flash,0.0,0.0,0.0
flawlessly,1.0,1.0,1.0
flaws,-1.0,-1.0,-1.0
focused,0.0,0.0,0.0
fool,-1.0,-1.0,-1.0
force,-1.0,-1.0,-1.0
forced,-1.0,-1.0,-1.0
forget,0.0,0.0,0.0
forgivable,1.0,1.0,1.0
fortunately,1.0,1.0,1.0
fragile,-1.0,-1.0,-1.0
freaking,-1.0,-1.0,-1.0
free,1.0,1.0,1.0
freeze,-1.0,-1.0,-1.0
freezes,-1.0,-1.0,-1.0
freezing,-1.0,-1.0,-1.0
fresh,1.0,1.0,1.0
friction,-1.0,-1.0,-1.0
friend,1.0,1.0,1.0
friendly,1.0,1.0,1.0
friends,1.0,1.0,1.0
froze,-1.0,-1.0,-1.0
frustrated,-1.0,-1.0,-1.0
frustrating,-1.0,-1.0,-1.0
full,0.0,0.0,0.0
fully,0.0,0.0,0.0
fun,1.0,1.0,1.0
functional,1.0,1.0,1.0
funny,1.0,1.0,1.0
fuss,-1.0,-1.0,-1.0
game,0.0,0.0,0.0
geek,0.0,0.0,0.0
generous,1.0,1.0,1.0
genius,1.0,1.0,1.0
gestures,0.0,0.0,0.0
giant,0.0,0.0,0.0
giddy,1.0,1.0,1.0
gift,0.0,0.0,0.0
giving,0.0,0.0,0.0
glad,1.0,1.0,1.0
gladly,1.0,1.0,1.0
glare,-1.0,-1.0,-1.0
glossy,-1.0,-1.0,-1.0
good,1.0,1.0,1.0
gorgeous,1.0,1.0,1.0
granted,0.0,0.0,0.0
great,1.0,1.0,1.0
greatest,1.0,1.0,1.0
guarantee,1.0,1.0,1.0
hack,-1.0,-1.0,-1.0
hacked,-1.0,-1.0,-1.0
hand,0.0,0.0,0.0
handy,1.0,1.0,1.0
hangs,-1.0,-1.0,-1.0
happier,1.0,1.0,1.0
happy,1.0,1.0,1.0
hard,-1.0,-1.0,-1.0
hardly,-1.0,-1.0,-1.0
hassle,-1.0,-1.0,-1.0
hate,-1.0,-1.0,-1.0
hated,-1.0,-1.0,-1.0
hateful,-1.0,-1.0,-1.0
headache,-1.0,-1.0,-1.0
headaches,-1.0,-1.0,-1.0
heartily,1.0,1.0,1.0
heck,-1.0,-1.0,-1.0
help,1.0,1.0,1.0
helped,1.0,1.0,1.0
helpful,1.0,1.0,1.0
helping,1.0,1.0,1.0
helps,1.0,1.0,1.0
hesitate,-1.0,-1.0,-1.0
hide,-1.0,-1.0,-1.0
high,0.0,0.0,0.0
hollow,-1.0,-1.0,-1.0
honest,1.0,1.0,1.0
honestly,1.0,1.0,1.0
hope,1.0,1.0,1.0
hoped,0.0,0.0,0.0
hoping,0.0,0.0,0.0
horrible,-1.0,-1.0,-1.0
hot,-1.0,-1.0,-1.0
however,0.0,0.0,0.0
huge,0.0,0.0,0.0
hung,-1.0,-1.0,-1.0
hurt,-1.0,-1.0,-1.0
idea,0.0,0.0,0.0
ideal,1.0,1.0,1.0
idiots,-1.0,-1.0,-1.0
idk,-1.0,-1.0,-1.0
ignorant,-1.0,-1.0,-1.0
imagine,0.0,0.0,0.0
immediate,0.0,0.0,0.0
immediately,0.0,0.0,0.0
implore,0.0,0.0,0.0
important,1.0,1.0,1.0
impossible,-1.0,-1.0,-1.0
impressed,1.0,1.0,1.0
impressions,0.0,0.0,0.0
impressive,1.0,1.0,1.0
impressively,1.0,1.0,1.0
improvement,1.0,1.0,1.0
improvements,1.0,1.0,1.0
improving,1.0,1.0,1.0
incompatible,-1.0,-1.0,-1.0
inconvenience,-1.0,-1.0,-1.0
incorrect,-1.0,-1.0,-1.0
increase,1.0,1.0,1.0
incredible,1.0,1.0,1.0
incredibly,1.0,1.0,1.0
indeed,0.0,0.0,0.0
indication,0.0,0.0,0.0
inept,-1.0,-1.0,-1.0
inevitably,-1.0,-1.0,-1.0
inexpensive,1.0,1.0,1.0
influence,0.0,0.0,0.0
inherent,0.0,0.0,0.0
innovation,1.0,1.0,1.0
insane,1.0,1.0,1.0
insanity,-1.0,-1.0,-1.0
instantly,0.0,0.0,0.0
integral,1.0,1.0,1.0
interest,1.0,1.0,1.0
interested,1.0,1.0,1.0
interesting,1.0,1.0,1.0
intuitive,1.0,1.0,1.0
invalidate,-1.0,-1.0,-1.0
isolation,0.0,0.0,0.0
isolator,0.0,0.0,0.0
issue,-1.0,-1.0,-1.0
issues,-1.0,-1.0,-1.0
joke,-1.0,-1.0,-1.0
joy,1.0,1.0,1.0
joystick,0.0,0.0,0.0
junk,-1.0,-1.0,-1.0
just,0.0,0.0,0.0
key,0.0,0.0,0.0
kidding,0.0,0.0,0.0
killer,1.0,1.0,1.0
kind,0.0,0.0,0.0
knew,0.0,0.0,0.0
know,0.0,0.0,0.0
lack,-1.0,-1.0,-1.0
lacking,-1.0,-1.0,-1.0
lag,-1.0,-1.0,-1.0
lags,-1.0,-1.0,-1.0
lame,-1.0,-1.0,-1.0
large,0.0,0.0,0.0
leading,1.0,1.0,1.0
learn,0.0,0.0,0.0
learned,0.0,0.0,0.0
learning,0.0,0.0,0.0
least,0.0,0.0,0.0
led,0.0,0.0,0.0
lemon,-1.0,-1.0,-1.0
less,-1.0,-1.0,-1.0
lie,-1.0,-1.0,-1.0
light,1.0,1.0,1.0
lighter,1.0,1.0,1.0
like,1.0,1.0,1.0
liked,1.0,1.0,1.0
likely,0.0,0.0,0.0
likes,1.0,1.0,1.0
liking,0.0,0.0,0.0
limited,-1.0,-1.0,-1.0
little,0.0,0.0,0.0
live,0.0,0.0,0.0
lol,1.0,1.0,1.0
long,0.0,0.0,0.0
look,0.0,0.0,0.0
looking,0.0,0.0,0.0
loose,-1.0,-1.0,-1.0
lose,-1.0,-1.0,-1.0
loss,-1.0,-1.0,-1.0
losses,-1.0,-1.0,-1.0
lost,-1.0,-1.0,-1.0
loud,0.0,0.0,0.0
louder,0.0,0.0,0.0
love,1.0,1.0,1.0
loved,1.0,1.0,1.0
loves,1.0,1.0,1.0
loving,1.0,1.0,1.0
low,0.0,0.0,0.0
lower,0.0,0.0,0.0
loyal,1.0,1.0,1.0
luck,1.0,1.0,1.0
luxury,1.0,1.0,1.0
magnetic,0.0,0.0,0.0
major,0.0,0.0,0.0
massive,0.0,0.0,0.0
masterpiece,1.0,1.0,1.0
matte,0.0,0.0,0.0
matter,0.0,0.0,0.0
matters,0.0,0.0,0.0
maybe,0.0,0.0,0.0
mean,0.0,0.0,0.0
meh,0.0,0.0,0.0
mere,-1.0,-1.0,-1.0
messy,-1.0,-1.0,-1.0
might,0.0,0.0,0.0
mild,1.0,1.0,1.0
mind,0.0,0.0,0.0
minor,0.0,0.0,0.0
miscellaneous,0.0,0.0,0.0
mistake,-1.0,-1.0,-1.0
modern,1.0,1.0,1.0
moon,0.0,0.0,0.0
most,0.0,0.0,0.0
mostly,0.0,0.0,0.0
move,0.0,0.0,0.0
moving,0.0,0.0,0.0
much,0.0,0.0,0.0
must,0.0,0.0,0.0
nasty,-1.0,-1.0,-1.0
nature,0.0,0.0,0.0
necessary,1.0,1.0,1.0
need,0.0,0.0,0.0
needless,-1.0,-1.0,-1.0
needs,0.0,0.0,0.0
negative,-1.0,-1.0,-1.0
negligible,0.0,0.0,0.0
nervous,-1.0,-1.0,-1.0
nice,1.0,1.0,1.0
nicely,1.0,1.0,1.0
nicest,1.0,1.0,1.0
nightmare,-1.0,-1.0,-1.0
no,-1.0,-1.0,-1.0
noise,-1.0,-1.0,-1.0
noises,-1.0,-1.0,-1.0
noisy,-1.0,-1.0,-1.0
normal,0.0,0.0,0.0
nuisance,-1.0,-1.0,-1.0
number,0.0,0.0,0.0
objection,-1.0,-1.0,-1.0
obsessed,1.0,1.0,1.0
obtrusive,-1.0,-1.0,-1.0
obviously,0.0,0.0,0.0
odd,-1.0,-1.0,-1.0
oddities,-1.0,-1.0,-1.0
offline,0.0,0.0,0.0
oh,0.0,0.0,0.0
ok,0.0,0.0,0.0
open,0.0,0.0,0.0
opinion,0.0,0.0,0.0
opportunity,0.0,0.0,0.0
outstanding,1.0,1.0,1.0
overcome,-1.0,-1.0,-1.0
pain,-1.0,-1.0,-1.0
painful,-1.0,-1.0,-1.0
painless,1.0,1.0,1.0
particular,0.0,0.0,0.0
particularly,0.0,0.0,0.0
party,0.0,0.0,0.0
pay,0.0,0.0,0.0
perfect,1.0,1.0,1.0
perfectly,1.0,1.0,1.0
perhaps,0.0,0.0,0.0
plain,1.0,1.0,1.0
play,0.0,0.0,0.0
played,0.0,0.0,0.0
player,0.0,0.0,0.0
playing,0.0,0.0,0.0
plays,0.0,0.0,0.0
pleasant,1.0,1.0,1.0
pleasantly,1.0,1.0,1.0
please,0.0,0.0,0.0
pleased,1.0,1.0,1.0
pleasing,1.0,1.0,1.0
pleasure,1.0,1.0,1.0
plenty,1.0,1.0,1.0
pluses,1.0,1.0,1.0
point,0.0,0.0,0.0
poor,-1.0,-1.0,-1.0
poorly,-1.0,-1.0,-1.0
portable,1.0,1.0,1.0
positive,1.0,1.0,1.0
possible,0.0,0.0,0.0
power,0.0,0.0,0.0
powerful,1.0,1.0,1.0
powerless,-1.0,-1.0,-1.0
practically,0.0,0.0,0.0
pray,0.0,0.0,0.0
prefer,1.0,1.0,1.0
premium,1.0,1.0,1.0
press,0.0,0.0,0.0
pressured,-1.0,-1.0,-1.0
pretty,1.0,1.0,1.0
pricey,-1.0,-1.0,-1.0
primary,0.0,0.0,0.0
prime,0.0,0.0,0.0
pro,0.0,0.0,0.0
problem,-1.0,-1.0,-1.0
problematic,-1.0,-1.0,-1.0
problems,-1.0,-1.0,-1.0
promise,1.0,1.0,1.0
proper,1.0,1.0,1.0
properly,1.0,1.0,1.0
proprietary,0.0,0.0,0.0
pros,1.0,1.0,1.0
protector,0.0,0.0,0.0
proving,0.0,0.0,0.0
pure,1.0,1.0,1.0
qualify,0.0,0.0,0.0
qualms,-1.0,-1.0,-1.0
quick,1.0,1.0,1.0
quicker,1.0,1.0,1.0
quiet,1.0,1.0,1.0
quit,0.0,0.0,0.0
quite,0.0,0.0,0.0
rare,0.0,0.0,0.0
rarely,0.0,0.0,0.0
rather,0.0,0.0,0.0
reach,0.0,0.0,0.0
reaches,0.0,0.0,0.0
reaction,0.0,0.0,0.0
ready,1.0,1.0,1.0
real,1.0,1.0,1.0
realistic,1.0,1.0,1.0
really,0.0,0.0,0.0
reason,0.0,0.0,0.0
reasonable,1.0,1.0,1.0
reasonably,1.0,1.0,1.0
recognition,0.0,0.0,0.0
recomend,1.0,1.0,1.0
recommend,1.0,1.0,1.0
recommended,1.0,1.0,1.0
recovery,0.0,0.0,0.0
refund,0.0,0.0,0.0
refused,-1.0,-1.0,-1.0
regardless,0.0,0.0,0.0
regret,-1.0,-1.0,-1.0
regrets,-1.0,-1.0,-1.0
regretted,-1.0,-1.0,-1.0
relax,1.0,1.0,1.0
reliability,1.0,1.0,1.0
reliable,1.0,1.0,1.0
repair,-1.0,-1.0,-1.0
reputation,0.0,0.0,0.0
resolve,0.0,0.0,0.0
resolved,1.0,1.0,1.0
responsive,1.0,1.0,1.0
restricted,-1.0,-1.0,-1.0
rich,1.0,1.0,1.0
ridiculous,-1.0,-1.0,-1.0
ridiculously,-1.0,-1.0,-1.0
right,1.0,1.0,1.0
robust,1.0,1.0,1.0
rough,-1.0,-1.0,-1.0
safety,0.0,0.0,0.0
sarcasm,-1.0,-1.0,-1.0
satisfactory,1.0,1.0,1.0
satisfied,1.0,1.0,1.0
satisfy,1.0,1.0,1.0
save,0.0,0.0,0.0
saved,0.0,0.0,0.0
savvy,1.0,1.0,1.0
scary,-1.0,-1.0,-1.0
scratches,-1.0,-1.0,-1.0
screams,-1.0,-1.0,-1.0
screw,-1.0,-1.0,-1.0
screwed,-1.0,-1.0,-1.0
screws,0.0,0.0,0.0
seamless,1.0,1.0,1.0
secure,1.0,1.0,1.0
securely,1.0,1.0,1.0
security,0.0,0.0,0.0
seem,0.0,0.0,0.0
sensational,1.0,1.0,1.0
sense,1.0,1.0,1.0
sensitive,1.0,1.0,1.0
sensitivity,0.0,0.0,0.0
serious,1.0,1.0,1.0
seriously,0.0,0.0,0.0
set-up,0.0,0.0,0.0
shame,-1.0,-1.0,-1.0
share,0.0,0.0,0.0
sharp,1.0,1.0,1.0
shattered,-1.0,-1.0,-1.0
sheer,-1.0,-1.0,-1.0
shine,1.0,1.0,1.0
shiny,1.0,1.0,1.0
shit,-1.0,-1.0,-1.0
shocked,0.0,0.0,0.0
shockingly,0.0,0.0,0.0
should,0.0,0.0,0.0
show,0.0,0.0,0.0
signals,0.0,0.0,0.0
simple,1.0,1.0,1.0
simply,0.0,0.0,0.0
sleek,1.0,1.0,1.0
slick,1.0,1.0,1.0
slim,1.0,1.0,1.0
slow,-1.0,-1.0,-1.0
slower,-1.0,-1.0,-1.0
slowly,-1.0,-1.0,-1.0
smooth,1.0,1.0,1.0
smoother,1.0,1.0,1.0
smoothly,1.0,1.0,1.0
so,0.0,0.0,0.0
soft,1.0,1.0,1.0
solid,1.0,1.0,1.0
solve,0.0,0.0,0.0
solved,0.0,0.0,0.0
sophisticated,1.0,1.0,1.0
sorry,-1.0,-1.0,-1.0
sound,0.0,0.0,0.0
special,1.0,1.0,1.0
specific,0.0,0.0,0.0
spectacular,1.0,1.0,1.0
speedy,1.0,1.0,1.0
split,-1.0,-1.0,-1.0
stability,1.0,1.0,1.0
stand,1.0,1.0,1.0
stands,0.0,0.0,0.0
star,0.0,0.0,0.0
stars,0.0,0.0,0.0
steady,1.0,1.0,1.0
stellar,1.0,1.0,1.0
still,0.0,0.0,0.0
stinks,-1.0,-1.0,-1.0
stopped,-1.0,-1.0,-1.0
stops,-1.0,-1.0,-1.0
strength,0.0,0.0,0.0
strengths,1.0,1.0,1.0
strong,1.0,1.0,1.0
stuck,-1.0,-1.0,-1.0
stunning,1.0,1.0,1.0
sturdy,1.0,1.0,1.0
stylish,1.0,1.0,1.0
sub-par,-1.0,-1.0,-1.0
substantial,1.0,1.0,1.0
substantive,1.0,1.0,1.0
successfully,1.0,1.0,1.0
such,0.0,0.0,0.0
sucks,-1.0,-1.0,-1.0
suffer,-1.0,-1.0,-1.0
suffice,1.0,1.0,1.0
suggest,1.0,1.0,1.0
suggestions,1.0,1.0,1.0
super,0.0,0.0,0.0
superior,1.0,1.0,1.0
support,0.0,0.0,0.0
supported,1.0,1.0,1.0
suppose,0.0,0.0,0.0
supposed,0.0,0.0,0.0
sure,1.0,1.0,1.0
surprise,1.0,1.0,1.0
surprised,1.0,1.0,1.0
swear,0.0,0.0,0.0
swore,0.0,0.0,0.0
sworn,0.0,0.0,0.0
terrible,-1.0,-1.0,-1.0
terribly,-1.0,-1.0,-1.0
terrific,1.0,1.0,1.0
thank,1.0,1.0,1.0
thanks,1.0,1.0,1.0
thicker,1.0,1.0,1.0
think,0.0,0.0,0.0
thinking,0.0,0.0,0.0
though,0.0,0.0,0.0
thought,0.0,0.0,0.0
thrilled,1.0,1.0,1.0
throw,-1.0,-1.0,-1.0
thus,0.0,0.0,0.0
tiny,-1.0,-1.0,-1.0
tired,-1.0,-1.0,-1.0
top,1.0,1.0,1.0
tops,1.0,1.0,1.0
torture,-1.0,-1.0,-1.0
touch,0.0,0.0,0.0
touches,0.0,0.0,0.0
tough,1.0,1.0,1.0
transport,0.0,0.0,0.0
trash,-1.0,-1.0,-1.0
trendy,1.0,1.0,1.0
trial,-1.0,-1.0,-1.0
trouble,-1.0,-1.0,-1.0
true,1.0,1.0,1.0
truly,0.0,0.0,0.0
trusted,1.0,1.0,1.0
trying,0.0,0.0,0.0
ugly,-1.0,-1.0,-1.0
ultra,1.0,1.0,1.0
unable,-1.0,-1.0,-1.0
unbearable,-1.0,-1.0,-1.0
unconcerned,1.0,1.0,1.0
understand,0.0,0.0,0.0
understanding,0.0,0.0,0.0
understood,0.0,0.0,0.0
unexpected,-1.0,-1.0,-1.0
unexpectedly,-1.0,-1.0,-1.0
unhappy,-1.0,-1.0,-1.0
unimpressed,-1.0,-1.0,-1.0
unique,1.0,1.0,1.0
universal,1.0,1.0,1.0
unnecessary,-1.0,-1.0,-1.0
unparalleled,1.0,1.0,1.0
unprecedented,1.0,1.0,1.0
unresponsive,-1.0,-1.0,-1.0
unrivaled,1.0,1.0,1.0
unusable,-1.0,-1.0,-1.0
unusual,-1.0,-1.0,-1.0
upgradable,1.0,1.0,1.0
upgrade,0.0,0.0,0.0
upgraded,0.0,0.0,0.0
upset,-1.0,-1.0,-1.0
useful,1.0,1.0,1.0
useless,-1.0,-1.0,-1.0
value,0.0,0.0,0.0
versatile,1.0,1.0,1.0
very,0.0,0.0,0.0
vibrant,1.0,1.0,1.0
vibration,-1.0,-1.0,-1.0
virus,-1.0,-1.0,-1.0
vivid,1.0,1.0,1.0
want,0.0,0.0,0.0
warm,0.0,0.0,0.0
warning,-1.0,-1.0,-1.0
waste,-1.0,-1.0,-1.0
wasting,-1.0,-1.0,-1.0
wd,0.0,0.0,0.0
weak,-1.0,-1.0,-1.0
weaknesses,-1.0,-1.0,-1.0
weird,-1.0,-1.0,-1.0
well,1.0,1.0,1.0
whatever,0.0,0.0,0.0
white,0.0,0.0,0.0
wide,1.0,1.0,1.0
will,0.0,0.0,0.0
willing,0.0,0.0,0.0
win,0.0,0.0,0.0
winner,1.0,1.0,1.0
winning,1.0,1.0,1.0
wise,1.0,1.0,1.0
wish,0.0,0.0,0.0
wonder,1.0,1.0,1.0
wonderful,1.0,1.0,1.0
wonderfully,1.0,1.0,1.0
work,1.0,1.0,1.0
worked,1.0,1.0,1.0
works,1.0,1.0,1.0
worried,-1.0,-1.0,-1.0
worry,-1.0,-1.0,-1.0
worse,-1.0,-1.0,-1.0
worst,-1.0,-1.0,-1.0
worth,1.0,1.0,1.0
worthless,-1.0,-1.0,-1.0
would,0.0,0.0,0.0
wow,1.0,1.0,1.0
wrong,-1.0,-1.0,-1.0
xp,0.0,0.0,0.0
yeah,0.0,0.0,0.0
yes,0.0,0.0,0.0
not,-1.0,-1.0,-1.0
n't,-1.0,-1.0,-1.0
